CustomerID,Age,Tenure months,Contract type,Internet service,Monthly charges,Total charges,Payment method,Support calls last month,Churn
20598,68.0,5,month-to-month,None,20.81,126.89,Bank transfer,3,no
20108,69.0,16,two-year,None,31.95,535.97,Direct debit,3,no
20568,18.0,4,month-to-month,DSL,52.17,202.93,Direct debit,2,yes
20056,35.0,40,month-to-month,DSL,93.12,3749.13,,2,yes
20895,69.0,67,month-to-month,None,22.93,1544.06,Direct debit,3,no
20843,40.0,2,one-year,Fiber optic,74.16,173.05,Bank transfer,0,no
20552,80.0,43,two-year,None,18.71,826.4,Credit card,3,no
20841,55.0,43,month-to-month,Fiber optic,114.44,4943.15,Direct debit,4,yes
20024,79.0,46,one-year,Fiber optic,114.88,5277.89,Direct debit,0,no
20422,30.0,19,month-to-month,,96.05,1826.53,Credit card,1,yes
20854,26.0,35,two-year,Fiber optic,69.22,2450.9,Direct debit,0,no
20606,21.0,28,month-to-month,Fiber optic,60.68,1693.99,Direct debit,2,no
20680,30.0,64,one-year,Fiber optic,66.17,4229.29,Direct debit,1,no
20905,,41,one-year,None,22.97,948.32,Direct debit,3,no
20338,29.0,59,one-year,None,,2057.05,Credit card,1,no
20051,23.0,28,one-year,DSL,104.63,2958.42,Credit card,3,no
20482,37.0,61,one-year,Fiber optic,98.06,5981.97,Direct debit,0,no
20497,49.0,24,month-to-month,Fiber optic,,2413.17,Direct debit,2,no
20899,80.0,21,month-to-month,Fiber optic,65.34,,Credit card,2,no
20620,21.0,56,one-year,Fiber optic,68.84,3860.38,Bank transfer,1,no
20264,35.0,8,one-year,Fiber optic,46.08,377.6,Direct debit,3,no
20526,,19,month-to-month,None,21.34,396.1,Credit card,1,no
20668,40.0,72,month-to-month,DSL,66.69,4810.08,Direct debit,1,yes
20500,64.0,54,month-to-month,None,33.11,1786.46,Credit card,0,yes
20423,76.0,45,one-year,DSL,95.0,,Direct debit,1,no
20018,66.0,18,month-to-month,DSL,76.22,1381.94,,6,yes
20873,38.0,64,month-to-month,Fiber optic,93.08,,Direct debit,4,yes
20848,79.0,34,month-to-month,None,33.29,1128.87,Direct debit,4,yes
20557,18.0,37,month-to-month,DSL,110.14,4087.35,Credit card,4,yes
20445,31.0,32,month-to-month,Fiber optic,108.16,,Bank transfer,2,yes
20367,,25,one-year,Fiber optic,45.29,1129.37,Bank transfer,4,no
20083,22.0,25,month-to-month,Fiber optic,51.32,1307.33,Bank transfer,2,no
20061,65.0,24,month-to-month,Fiber optic,105.93,2556.44,Credit card,3,yes
20693,81.0,45,two-year,Fiber optic,85.21,,Direct debit,3,no
20272,64.0,10,one-year,,78.41,801.32,Direct debit,0,no
20285,67.0,39,two-year,DSL,58.95,2289.33,Bank transfer,2,no
20360,56.0,28,month-to-month,DSL,110.75,3121.02,Direct debit,0,yes
20354,74.0,63,two-year,Fiber optic,88.62,,Bank transfer,0,no
20432,33.0,62,two-year,Fiber optic,100.36,6233.65,Credit card,6,yes
20278,50.0,17,month-to-month,DSL,94.1,1628.89,Credit card,3,yes
20012,81.0,47,month-to-month,DSL,49.28,2331.0,Direct debit,0,no
20182,57.0,29,month-to-month,None,34.5,1027.35,Credit card,0,no
20368,75.0,45,one-year,,82.65,3723.32,Bank transfer,1,no
20467,34.0,45,month-to-month,DSL,114.64,5181.35,Bank transfer,2,yes
20603,68.0,36,two-year,None,22.45,818.97,Bank transfer,1,no
20223,37.0,38,month-to-month,,35.86,1382.03,Direct debit,0,no
20908,66.0,34,month-to-month,Fiber optic,78.33,2661.55,Credit card,3,yes
20685,,59,month-to-month,Fiber optic,104.8,6176.79,Bank transfer,2,yes
20478,84.0,40,month-to-month,Fiber optic,105.87,4240.79,Direct debit,3,yes
20861,18.0,54,one-year,Fiber optic,52.98,2876.1,Credit card,1,no
20677,,53,month-to-month,DSL,70.42,3751.18,Direct debit,2,yes
20597,47.0,27,month-to-month,DSL,68.72,1852.78,Direct debit,2,yes
20176,36.0,15,month-to-month,DSL,,1621.03,Direct debit,2,yes
20652,43.0,18,one-year,DSL,75.39,1374.22,Credit card,3,no
20615,60.0,19,month-to-month,None,21.79,405.53,Credit card,1,no
20826,46.0,67,two-year,None,30.44,2064.34,Bank transfer,1,no
20506,35.0,50,two-year,Fiber optic,55.26,2763.65,Credit card,1,no
20915,47.0,13,one-year,None,31.05,423.06,,4,no
20163,,59,month-to-month,,,,Direct debit,2,yes
20248,81.0,19,month-to-month,Fiber optic,69.47,1345.41,Credit card,1,no
20622,73.0,55,one-year,Fiber optic,73.66,4075.91,Bank transfer,2,no
20865,71.0,15,month-to-month,Fiber optic,48.59,738.99,Credit card,4,yes
20656,69.0,47,two-year,Fiber optic,108.79,5129.76,Bank transfer,0,no
20375,41.0,28,one-year,Fiber optic,110.45,3104.25,Credit card,2,no
20412,40.0,45,two-year,,73.54,3314.58,Credit card,3,no
20074,26.0,61,two-year,Fiber optic,49.03,2991.03,Direct debit,3,no
20113,46.0,24,two-year,DSL,115.04,2788.47,Bank transfer,4,no
20558,38.0,40,month-to-month,Fiber optic,87.35,3507.52,Credit card,5,yes
20549,66.0,25,month-to-month,DSL,70.96,1778.35,Credit card,3,yes
20390,61.0,2,month-to-month,None,31.57,77.89,Direct debit,2,yes
20104,32.0,65,one-year,,95.75,6242.38,Direct debit,2,no
20114,53.0,38,one-year,Fiber optic,75.17,2860.54,Credit card,0,no
20417,30.0,43,month-to-month,Fiber optic,105.42,4551.66,,3,yes
20448,,10,month-to-month,None,25.74,286.61,,1,yes
20409,66.0,52,month-to-month,Fiber optic,89.73,4693.3,Bank transfer,6,yes
20092,79.0,53,month-to-month,None,22.31,1211.67,Bank transfer,0,no
20807,50.0,66,month-to-month,DSL,108.38,7177.02,Direct debit,1,no
20089,,35,two-year,Fiber optic,103.74,3658.16,Direct debit,1,no
20336,40.0,62,month-to-month,Fiber optic,,3125.99,Direct debit,2,no
20411,41.0,26,one-year,DSL,47.02,1217.53,Credit card,2,no
20900,39.0,42,month-to-month,Fiber optic,102.02,4298.16,Credit card,4,yes
20912,73.0,66,two-year,DSL,65.08,4297.72,Direct debit,2,no
20594,81.0,48,two-year,,,2859.7,Direct debit,2,no
20582,29.0,0,month-to-month,DSL,84.96,9.9,Bank transfer,1,no
20599,80.0,60,month-to-month,Fiber optic,80.72,4850.36,Credit card,3,yes
20094,61.0,23,one-year,DSL,93.51,2173.41,Direct debit,0,no
20011,19.0,54,month-to-month,Fiber optic,68.98,3727.08,Direct debit,4,yes
20396,52.0,60,one-year,DSL,48.08,2894.27,Direct debit,1,no
20522,53.0,30,one-year,Fiber optic,70.3,2129.58,Credit card,2,no
20043,,39,month-to-month,,68.49,2673.74,Bank transfer,2,no
20042,77.0,8,month-to-month,DSL,,499.64,Direct debit,3,yes
20329,36.0,16,month-to-month,Fiber optic,80.35,1301.0,,2,yes
20167,55.0,42,month-to-month,Fiber optic,45.12,1904.93,Credit card,0,no
20649,80.0,67,month-to-month,None,26.67,1783.83,Bank transfer,2,no
20941,67.0,20,two-year,Fiber optic,45.16,901.13,Direct debit,2,no
20666,24.0,47,month-to-month,DSL,114.32,5389.02,Direct debit,0,yes
20740,67.0,48,month-to-month,Fiber optic,50.94,2464.29,,0,no
20100,22.0,19,month-to-month,None,22.39,442.09,Credit card,1,no
20426,29.0,70,two-year,Fiber optic,49.03,3438.61,Direct debit,3,no
20178,36.0,65,month-to-month,None,29.01,1900.5,Bank transfer,0,no
20444,56.0,44,month-to-month,Fiber optic,53.11,2337.59,Credit card,5,no
20416,72.0,63,two-year,Fiber optic,90.99,5747.61,Credit card,3,no
20635,78.0,28,month-to-month,DSL,52.44,1462.8,Credit card,3,yes
20880,58.0,32,two-year,Fiber optic,45.58,1474.38,Credit card,3,no
20781,59.0,17,two-year,Fiber optic,80.42,1372.5,Bank transfer,2,no
20177,84.0,41,month-to-month,Fiber optic,101.46,4158.57,Direct debit,2,yes
20395,19.0,33,month-to-month,Fiber optic,85.84,2841.25,Direct debit,3,yes
20662,43.0,62,month-to-month,None,30.41,1877.89,Direct debit,0,no
20777,22.0,23,one-year,Fiber optic,49.79,1156.82,Direct debit,1,no
20939,72.0,12,month-to-month,Fiber optic,77.34,928.18,Credit card,4,yes
20670,55.0,67,two-year,Fiber optic,94.78,6355.04,Direct debit,0,no
20383,60.0,20,one-year,None,17.25,340.23,Credit card,1,no
20935,20.0,2,month-to-month,Fiber optic,87.67,203.52,Credit card,2,yes
20257,63.0,72,month-to-month,Fiber optic,55.43,4003.9,Credit card,0,no
20527,,36,one-year,Fiber optic,103.73,3748.93,Direct debit,3,no
20335,79.0,70,one-year,DSL,75.93,5333.7,Bank transfer,3,no
20602,47.0,72,month-to-month,Fiber optic,,4849.9,Direct debit,2,yes
20015,,32,month-to-month,DSL,112.74,3622.82,Credit card,4,yes
20003,38.0,34,two-year,Fiber optic,105.58,3584.7,Credit card,2,no
20501,38.0,44,month-to-month,Fiber optic,73.92,3266.79,Direct debit,3,yes
20256,41.0,12,month-to-month,DSL,100.34,1197.21,Credit card,1,yes
20534,46.0,50,two-year,Fiber optic,73.35,3688.03,Credit card,3,no
20803,59.0,63,month-to-month,Fiber optic,52.27,3303.17,Credit card,0,yes
20693,81.0,45,two-year,Fiber optic,85.21,,Direct debit,3,no
20925,64.0,24,month-to-month,Fiber optic,109.97,2660.66,Credit card,2,yes
20393,29.0,37,one-year,Fiber optic,90.1,3333.71,Bank transfer,0,no
20222,65.0,69,month-to-month,None,18.9,1312.19,Direct debit,1,no
20179,37.0,54,one-year,DSL,110.71,5970.26,Direct debit,3,no
20289,77.0,66,month-to-month,None,16.08,1078.44,Direct debit,1,no
20694,76.0,8,month-to-month,Fiber optic,98.8,817.23,Bank transfer,3,yes
20324,57.0,38,month-to-month,DSL,88.99,3391.62,Credit card,1,yes
20643,66.0,16,one-year,Fiber optic,62.67,996.53,Credit card,3,no
20009,47.0,53,one-year,Fiber optic,54.97,2921.61,Bank transfer,2,no
20249,66.0,60,month-to-month,Fiber optic,46.56,2794.6,Credit card,3,yes
20022,32.0,1,one-year,DSL,83.42,83.49,Direct debit,1,no
20356,64.0,28,one-year,DSL,63.02,1779.84,Direct debit,2,no
20221,38.0,42,month-to-month,Fiber optic,46.37,1954.48,Bank transfer,1,no
20653,53.0,30,one-year,Fiber optic,62.93,1886.01,Direct debit,3,no
20842,23.0,57,month-to-month,Fiber optic,94.5,5409.51,Direct debit,0,yes
20281,65.0,59,one-year,Fiber optic,53.87,3170.18,Credit card,1,no
20785,31.0,68,month-to-month,None,37.94,2591.34,Credit card,3,no
20340,75.0,21,two-year,None,32.26,668.61,,1,no
20431,69.0,59,month-to-month,Fiber optic,55.38,,Bank transfer,3,yes
20792,,36,two-year,Fiber optic,115.68,,Bank transfer,3,no
20879,43.0,31,one-year,,82.2,2565.81,Credit card,5,no
20203,20.0,13,one-year,None,34.55,474.3,Direct debit,5,no
20618,33.0,49,one-year,None,31.32,1532.76,Credit card,2,no
20093,54.0,54,one-year,DSL,,2778.57,Direct debit,1,no
20547,82.0,20,one-year,DSL,91.25,1833.98,Credit card,3,no
20068,77.0,52,month-to-month,,23.4,1207.67,Direct debit,1,yes
20682,27.0,14,two-year,Fiber optic,64.23,898.86,Credit card,1,no
20284,43.0,68,two-year,Fiber optic,61.54,4181.81,Credit card,2,no
20786,49.0,46,month-to-month,Fiber optic,104.56,4803.17,Direct debit,3,yes
20434,42.0,71,month-to-month,Fiber optic,115.4,8215.42,,4,yes
20153,76.0,47,one-year,None,33.24,1564.51,Credit card,3,no
20075,18.0,45,month-to-month,None,30.27,1382.87,Credit card,4,no
20716,68.0,22,two-year,Fiber optic,93.81,2054.43,Credit card,0,no
20446,22.0,40,two-year,Fiber optic,91.06,3666.73,Direct debit,1,no
20188,40.0,45,month-to-month,DSL,62.59,2842.35,Credit card,2,yes
20271,49.0,4,two-year,DSL,101.59,,Credit card,2,no
20236,25.0,62,one-year,None,16.91,,Credit card,1,no
20487,79.0,57,two-year,Fiber optic,54.11,3087.94,Credit card,0,no
20117,76.0,43,one-year,None,17.22,743.82,Direct debit,3,no
20800,84.0,56,two-year,None,19.15,1087.65,Bank transfer,1,no
20512,18.0,55,one-year,Fiber optic,107.73,5944.55,Direct debit,2,no
20542,27.0,57,one-year,Fiber optic,86.06,4913.55,Bank transfer,0,no
20580,,13,one-year,DSL,112.97,1469.73,Direct debit,3,no
20126,45.0,56,month-to-month,Fiber optic,109.69,6155.94,Bank transfer,2,yes
20116,,2,two-year,None,36.24,89.35,Credit card,3,no
20473,,5,month-to-month,,51.95,257.07,Direct debit,2,yes
20679,34.0,14,one-year,Fiber optic,50.81,721.3,Direct debit,1,no
20057,,37,one-year,DSL,46.92,1732.86,Bank transfer,5,no
20660,45.0,63,month-to-month,None,15.0,964.2,Direct debit,2,no
20891,68.0,51,month-to-month,DSL,53.93,2746.05,Direct debit,0,no
20369,18.0,28,month-to-month,DSL,88.73,2492.05,Bank transfer,1,yes
20268,84.0,8,one-year,,22.2,174.1,Bank transfer,1,no
20046,52.0,72,one-year,DSL,,3284.51,,1,no
20349,39.0,9,month-to-month,DSL,63.42,568.47,,2,no
20195,18.0,9,one-year,Fiber optic,91.85,823.27,Credit card,1,no
20457,26.0,39,one-year,Fiber optic,107.08,4170.75,Bank transfer,2,no
20816,83.0,41,month-to-month,None,15.56,,Direct debit,1,no
20721,43.0,50,month-to-month,Fiber optic,117.99,5904.67,Credit card,0,no
20263,84.0,28,month-to-month,Fiber optic,82.68,2330.0,Credit card,1,no
20443,75.0,10,one-year,DSL,58.38,,Credit card,2,no
20924,18.0,9,month-to-month,Fiber optic,58.2,529.29,,2,yes
20304,42.0,41,two-year,None,21.86,902.24,Credit card,2,no
20341,18.0,67,month-to-month,DSL,51.53,3468.26,Direct debit,1,no
20945,74.0,44,two-year,None,36.59,1617.2,Credit card,3,no
20149,56.0,6,month-to-month,Fiber optic,78.84,498.76,Bank transfer,1,no
20124,23.0,60,two-year,Fiber optic,50.32,3034.48,Credit card,1,no
20770,81.0,71,one-year,DSL,98.18,,Direct debit,2,no
20050,19.0,57,two-year,Fiber optic,106.89,6115.58,Bank transfer,3,no
20353,68.0,13,month-to-month,None,21.94,275.98,Bank transfer,0,no
20906,80.0,37,two-year,Fiber optic,110.37,4085.66,Direct debit,0,no
20142,76.0,31,month-to-month,None,26.56,853.15,Credit card,1,no
20470,53.0,48,month-to-month,Fiber optic,64.88,3142.97,Bank transfer,0,yes
20399,51.0,24,month-to-month,Fiber optic,46.5,1141.95,Credit card,2,yes
20613,70.0,50,two-year,Fiber optic,108.55,5437.24,Credit card,2,no
20320,22.0,38,month-to-month,Fiber optic,117.58,4482.49,,0,yes
20019,,35,one-year,Fiber optic,71.74,2531.49,Direct debit,1,no
20866,74.0,11,month-to-month,Fiber optic,116.14,1269.94,Credit card,1,yes
20774,47.0,36,one-year,None,21.77,798.6,Direct debit,1,no
20790,80.0,21,month-to-month,Fiber optic,87.76,1861.67,Direct debit,0,yes
20407,41.0,45,month-to-month,DSL,61.43,2773.08,Credit card,1,yes
20537,52.0,33,two-year,None,18.18,606.66,Bank transfer,5,no
20621,21.0,38,month-to-month,Fiber optic,45.66,1758.57,Credit card,4,yes
20038,,23,month-to-month,None,34.65,823.38,Credit card,2,yes
20175,53.0,32,one-year,DSL,66.1,2136.76,Credit card,6,no
20245,36.0,46,month-to-month,DSL,113.69,,Direct debit,3,yes
20810,46.0,40,month-to-month,None,16.39,674.74,Direct debit,2,no
20811,55.0,23,two-year,Fiber optic,67.16,1547.34,Credit card,2,no
20889,,64,month-to-month,None,33.62,2170.77,Bank transfer,3,yes
20839,37.0,49,two-year,Fiber optic,63.31,3119.07,Direct debit,3,no
20154,19.0,71,month-to-month,Fiber optic,106.32,7569.09,Bank transfer,2,yes
20287,41.0,61,month-to-month,Fiber optic,,3698.21,Credit card,2,no
20591,83.0,36,month-to-month,Fiber optic,105.15,3813.21,Bank transfer,0,yes
20569,68.0,64,one-year,,76.44,4913.3,Credit card,0,no
20827,25.0,12,month-to-month,None,20.19,241.78,Direct debit,2,no
20017,39.0,18,month-to-month,None,39.71,706.33,Direct debit,3,yes
20127,,54,month-to-month,None,,,Direct debit,2,no
20322,64.0,1,one-year,DSL,87.33,91.76,Bank transfer,2,no
20255,54.0,31,one-year,DSL,80.74,2501.65,Credit card,2,no
20644,62.0,25,one-year,None,34.75,859.85,Bank transfer,3,no
20943,25.0,24,month-to-month,Fiber optic,83.87,2042.86,Bank transfer,3,yes
20190,59.0,61,one-year,DSL,113.84,,Direct debit,1,no
20115,30.0,34,month-to-month,Fiber optic,80.16,2733.29,Direct debit,7,yes
20604,22.0,19,month-to-month,Fiber optic,56.61,1074.96,Direct debit,3,yes
20180,69.0,41,two-year,None,17.07,709.21,Bank transfer,0,no
20301,49.0,12,two-year,None,,308.23,Credit card,1,no
20743,40.0,38,two-year,Fiber optic,59.16,,Credit card,2,no
20732,31.0,27,month-to-month,Fiber optic,64.11,1759.85,,2,yes
20718,74.0,14,month-to-month,Fiber optic,58.18,818.98,Bank transfer,0,no
20870,72.0,29,one-year,None,23.86,706.2,Direct debit,2,no
20757,52.0,0,one-year,DSL,103.89,25.31,Bank transfer,2,no
20517,29.0,60,month-to-month,DSL,48.72,2923.63,,3,no
20059,79.0,16,month-to-month,,112.74,1812.4,,5,yes
20045,64.0,24,one-year,Fiber optic,74.87,1795.67,Credit card,2,no
20888,34.0,72,month-to-month,DSL,68.23,4928.51,Direct debit,1,no
20157,18.0,17,one-year,DSL,95.52,1634.35,Credit card,3,no
20728,37.0,67,two-year,DSL,79.25,,Bank transfer,3,no
20171,76.0,14,month-to-month,None,15.38,222.6,Direct debit,2,no
20016,75.0,22,month-to-month,Fiber optic,46.85,1038.25,Bank transfer,3,yes
20511,48.0,36,one-year,Fiber optic,99.35,3574.86,Bank transfer,3,no
20048,67.0,3,one-year,DSL,114.11,337.67,Direct debit,2,no
20949,84.0,12,one-year,None,23.32,273.63,Credit card,1,no
20822,64.0,72,month-to-month,Fiber optic,70.19,5061.37,Credit card,0,no
20515,33.0,27,one-year,DSL,108.92,2957.61,Bank transfer,4,yes
20672,81.0,18,month-to-month,Fiber optic,116.55,2123.32,Credit card,1,yes
20480,30.0,71,one-year,DSL,49.3,3511.76,Credit card,1,no
20283,59.0,27,month-to-month,DSL,104.48,2847.46,Direct debit,3,yes
20704,41.0,11,two-year,DSL,53.34,596.09,Credit card,4,no
20885,19.0,22,month-to-month,Fiber optic,96.54,2124.52,Credit card,5,yes
20225,24.0,62,month-to-month,DSL,116.35,7225.5,Bank transfer,1,yes
20026,79.0,19,month-to-month,Fiber optic,105.28,2010.29,Direct debit,3,yes
20813,44.0,45,one-year,DSL,95.1,4277.28,Credit card,3,no
20437,40.0,71,month-to-month,Fiber optic,109.17,7742.73,Direct debit,6,yes
20930,21.0,35,month-to-month,DSL,118.79,4167.28,Bank transfer,2,yes
20364,51.0,31,month-to-month,None,21.2,,Direct debit,0,yes
20229,65.0,24,one-year,DSL,77.11,1845.62,Direct debit,1,no
20037,77.0,43,month-to-month,DSL,77.11,3316.42,Credit card,2,yes
20944,82.0,67,month-to-month,None,24.69,1669.13,Credit card,2,yes
20374,49.0,28,two-year,None,27.83,770.41,Direct debit,2,no
20469,21.0,43,one-year,None,37.24,1613.0,Credit card,2,no
20946,84.0,59,month-to-month,Fiber optic,86.02,5076.71,Direct debit,2,no
20832,19.0,4,month-to-month,Fiber optic,58.65,228.38,Bank transfer,1,no
20711,41.0,47,two-year,Fiber optic,106.7,5042.17,Direct debit,1,no
20194,19.0,55,one-year,None,20.58,1159.02,Direct debit,1,no
20835,,31,month-to-month,Fiber optic,50.97,1600.57,Bank transfer,2,yes
20845,63.0,1,one-year,Fiber optic,64.69,82.6,Credit card,2,no
20503,36.0,52,two-year,DSL,109.2,5694.12,Direct debit,3,no
20948,71.0,31,one-year,DSL,78.35,2420.83,Direct debit,2,no
20857,57.0,46,two-year,DSL,57.98,2665.44,Credit card,2,no
20579,71.0,66,month-to-month,,101.38,6694.23,Credit card,2,yes
20947,76.0,11,month-to-month,DSL,98.58,1098.54,Credit card,1,yes
20162,49.0,23,month-to-month,Fiber optic,94.56,2195.96,Direct debit,1,no
20688,59.0,34,month-to-month,None,28.25,954.54,Direct debit,2,yes
20152,73.0,8,month-to-month,None,26.0,225.75,Direct debit,3,yes
20667,20.0,12,two-year,DSL,62.28,749.46,Credit card,1,no
20931,18.0,13,month-to-month,Fiber optic,113.23,1465.01,,0,no
20739,23.0,1,month-to-month,DSL,102.44,101.28,Direct debit,1,yes
20111,32.0,42,month-to-month,DSL,118.59,4993.69,Direct debit,1,yes
20226,84.0,45,one-year,DSL,55.28,2481.07,Credit card,3,no
20844,64.0,69,month-to-month,None,15.42,1070.55,Direct debit,2,yes
20103,26.0,25,two-year,Fiber optic,106.54,2659.09,Credit card,3,no
20421,79.0,2,month-to-month,DSL,91.37,211.32,Credit card,1,no
20419,47.0,23,month-to-month,Fiber optic,117.16,2696.94,Direct debit,0,yes
20734,55.0,7,two-year,None,19.73,142.28,Credit card,1,no
20586,74.0,42,one-year,None,29.32,1248.0,Bank transfer,1,no
20764,52.0,8,month-to-month,DSL,111.78,918.78,Credit card,1,yes
20119,83.0,11,month-to-month,None,28.53,329.07,Direct debit,2,no
20053,21.0,69,month-to-month,Fiber optic,102.39,7075.19,Credit card,4,yes
20151,20.0,6,month-to-month,Fiber optic,84.75,509.85,,0,no
20403,53.0,14,one-year,DSL,79.82,1125.83,Direct debit,1,no
20924,18.0,9,month-to-month,Fiber optic,58.2,529.29,,2,yes
20207,,61,two-year,DSL,105.61,6456.76,Direct debit,3,no
20658,73.0,61,one-year,DSL,85.69,5254.02,Credit card,1,no
20825,32.0,40,one-year,Fiber optic,70.35,2831.3,Direct debit,6,yes
20746,19.0,70,month-to-month,None,38.38,2680.26,Credit card,4,no
20008,,36,month-to-month,,60.63,2184.6,Direct debit,3,yes
20789,40.0,20,one-year,Fiber optic,95.98,1948.18,Credit card,0,no
20036,21.0,52,month-to-month,Fiber optic,117.39,,Credit card,6,yes
20452,24.0,45,one-year,None,30.08,1348.46,,2,no
20651,78.0,0,month-to-month,Fiber optic,70.41,10.21,Credit card,0,no
20253,63.0,16,month-to-month,,53.9,870.33,Direct debit,2,yes
20303,68.0,52,month-to-month,DSL,92.49,4803.18,Credit card,1,yes
20730,64.0,26,month-to-month,Fiber optic,48.94,1282.49,Credit card,3,yes
20571,21.0,55,month-to-month,Fiber optic,57.89,3191.84,Direct debit,2,yes
20623,42.0,42,two-year,None,37.34,1582.39,Credit card,1,no
20695,73.0,2,month-to-month,Fiber optic,78.27,150.29,Direct debit,0,no
20705,72.0,4,one-year,Fiber optic,47.28,,Direct debit,0,no
20262,50.0,66,two-year,Fiber optic,107.73,7109.75,Credit card,0,no
20610,34.0,58,one-year,,78.77,4560.05,Direct debit,1,no
20297,33.0,58,month-to-month,Fiber optic,83.11,4839.75,Direct debit,2,yes
20414,54.0,70,one-year,Fiber optic,84.85,5963.71,Credit card,0,no
20150,19.0,13,two-year,Fiber optic,110.19,1450.05,,2,no
20919,47.0,34,two-year,DSL,62.43,2118.11,,2,no
20640,29.0,54,month-to-month,,114.27,6190.2,Direct debit,1,yes
20868,,2,month-to-month,Fiber optic,45.51,105.64,Credit card,5,yes
20550,28.0,7,two-year,Fiber optic,94.03,669.38,Credit card,3,no
20901,43.0,14,month-to-month,DSL,99.18,1416.93,Bank transfer,1,no
20488,80.0,21,one-year,Fiber optic,99.08,2108.81,,1,no
20147,69.0,22,two-year,None,23.92,544.86,Direct debit,4,no
20146,75.0,16,month-to-month,DSL,49.73,819.22,Bank transfer,1,no
20706,26.0,47,one-year,Fiber optic,99.52,,Credit card,0,no
20910,30.0,29,two-year,DSL,98.75,2861.33,Credit card,1,no
20896,50.0,54,two-year,Fiber optic,110.83,6011.57,Direct debit,0,no
20659,31.0,65,month-to-month,DSL,94.02,6101.93,,4,yes
20348,80.0,16,two-year,Fiber optic,74.8,1225.16,Direct debit,6,no
20463,54.0,25,month-to-month,DSL,83.86,2113.39,Direct debit,0,yes
20325,69.0,65,two-year,,84.46,5485.01,Credit card,1,no
20186,,31,two-year,Fiber optic,100.8,3144.95,Direct debit,2,no
20123,74.0,48,month-to-month,Fiber optic,69.46,3348.31,Bank transfer,1,no
20834,53.0,26,month-to-month,Fiber optic,108.36,2823.94,Bank transfer,2,yes
20608,73.0,34,one-year,Fiber optic,115.82,3957.27,Credit card,0,no
20143,49.0,9,two-year,,47.5,456.16,Bank transfer,4,no
20937,27.0,5,two-year,None,33.08,183.72,Direct debit,2,no
20197,29.0,24,month-to-month,Fiber optic,78.92,1923.44,Direct debit,1,no
20609,34.0,69,month-to-month,,26.85,1855.51,Credit card,2,no
20279,26.0,69,month-to-month,Fiber optic,75.84,5257.7,Credit card,4,yes
20293,62.0,32,month-to-month,Fiber optic,53.69,1733.29,Bank transfer,4,yes
20400,24.0,23,month-to-month,Fiber optic,49.69,1151.13,Direct debit,4,yes
20122,79.0,58,two-year,DSL,67.97,3952.82,Bank transfer,3,no
20183,56.0,12,one-year,None,,238.68,Direct debit,2,no
20202,65.0,44,month-to-month,DSL,,4531.92,Direct debit,2,no
20438,,20,two-year,None,30.95,617.27,Direct debit,2,no
20246,21.0,48,one-year,None,36.12,1732.81,Credit card,2,no
20415,29.0,2,two-year,Fiber optic,74.68,153.71,,3,no
20760,77.0,46,month-to-month,None,22.08,1013.3,Credit card,2,yes
20749,19.0,41,two-year,None,15.36,631.25,Bank transfer,2,no
20752,34.0,55,one-year,None,19.12,1057.15,Credit card,1,no
20867,18.0,7,month-to-month,DSL,,715.02,Bank transfer,2,yes
20129,79.0,11,month-to-month,DSL,92.22,1033.52,Bank transfer,3,yes
20637,38.0,46,month-to-month,DSL,,4249.75,Bank transfer,2,yes
20402,46.0,17,month-to-month,Fiber optic,,1536.12,Credit card,1,yes
20817,27.0,31,two-year,DSL,46.02,1444.02,Bank transfer,2,no
20754,32.0,67,month-to-month,DSL,63.82,4302.64,Direct debit,3,yes
20892,71.0,61,two-year,None,27.83,1705.35,Credit card,1,no
20219,50.0,36,month-to-month,None,18.96,693.09,Bank transfer,4,yes
20641,63.0,42,one-year,Fiber optic,119.81,5026.74,Credit card,2,no
20894,42.0,25,month-to-month,DSL,61.51,,Direct debit,1,no
20736,28.0,35,two-year,None,33.8,1188.63,Credit card,3,no
20788,55.0,32,month-to-month,Fiber optic,115.32,3710.02,Direct debit,3,yes
20898,46.0,34,one-year,DSL,98.65,3366.05,Direct debit,0,no
20624,84.0,49,one-year,DSL,47.8,2361.3,Bank transfer,5,no
20820,30.0,35,one-year,DSL,62.97,2197.02,Credit card,1,no
20864,53.0,16,two-year,Fiber optic,101.05,1632.08,Direct debit,0,no
20386,82.0,5,month-to-month,Fiber optic,77.31,412.73,Credit card,2,yes
20199,49.0,64,two-year,None,21.16,1346.46,Direct debit,1,no
20509,31.0,17,two-year,DSL,74.09,1274.42,Bank transfer,3,no
20267,75.0,41,one-year,None,20.42,,Direct debit,5,no
20801,24.0,24,month-to-month,DSL,62.75,1502.54,Direct debit,0,yes
20441,70.0,37,two-year,Fiber optic,83.68,3090.31,Direct debit,1,no
20496,62.0,12,month-to-month,Fiber optic,55.23,,Bank transfer,0,yes
20112,60.0,41,month-to-month,Fiber optic,114.94,4708.03,Credit card,4,yes
20691,69.0,71,month-to-month,DSL,80.02,5671.51,Credit card,2,yes
20232,47.0,3,one-year,DSL,72.25,215.48,Direct debit,3,no
20850,60.0,7,one-year,DSL,,599.91,,0,no
20607,27.0,0,two-year,Fiber optic,97.18,13.33,,1,no
20671,32.0,3,month-to-month,Fiber optic,53.87,,Direct debit,3,no
